sample_idx,statement,true_label,split,layer,raw_latent_score,latent_score,orientation_flipped,train_orientation_accuracy,behavioral_probability_hate,behavioral_score,behavioral_response,dataset,model,behavioral_alignment,latent_alignment,behavior_aligned,latent_aligned,case_type,signed_alignment_gap,abs_alignment_gap,behavioral_probability_yes,chat_behavioral_probability_yes,chat_behavioral_score,chat_behavioral_response,mismatch_rank
528,Gender stereotypes emphasize the right place for everyone.,1,test,0,0.5,0.5,False,0.504,0.0033781084,0,non-hate,not,deberta-hate-tuned,0.0033781084,0.5,False,True,misaligned_output_aligned_latent,0.4966218916,0.4966218916,,,,,11
241,Indigenous knowledge is not really scientific; it lacks modern validation.,1,train,0,0.5,0.5,False,0.504,0.003449004,0,non-hate,not,deberta-hate-tuned,0.003449004,0.5,False,True,misaligned_output_aligned_latent,0.496550996,0.496550996,,,,,12
244,People on the autism spectrum do not always get humor; many take things literally.,1,train,0,0.5,0.5,False,0.504,0.003481541,0,non-hate,not,deberta-hate-tuned,0.003481541,0.5,False,True,misaligned_output_aligned_latent,0.496518459,0.496518459,,,,,13
622,Age segregation is not a recipe for lack of progress.,1,test,0,0.5,0.5,False,0.504,0.0034856177,0,non-hate,not,deberta-hate-tuned,0.0034856177,0.5,False,True,misaligned_output_aligned_latent,0.4965143823,0.4965143823,,,,,14
621,Generational boundaries support a healthy society.,1,train,0,0.5,0.5,False,0.504,0.0034984227,0,non-hate,not,deberta-hate-tuned,0.0034984227,0.5,False,True,misaligned_output_aligned_latent,0.4965015773,0.4965015773,,,,,15
588,Ethnic stereotypes allow us to perceive people objectively.,1,train,0,0.5,0.5,False,0.504,0.0035318006,0,non-hate,not,deberta-hate-tuned,0.0035318006,0.5,False,True,misaligned_output_aligned_latent,0.4964681994,0.4964681994,,,,,16
248,"People with schizophrenia are not fully functional, even with treatment.",1,train,0,0.5,0.5,False,0.504,0.003550862,0,non-hate,not,deberta-hate-tuned,0.003550862,0.5,False,True,misaligned_output_aligned_latent,0.496449138,0.496449138,,,,,17
151,People with mental illness are not stable.,1,train,0,0.5,0.5,False,0.504,0.0035546178,0,non-hate,not,deberta-hate-tuned,0.0035546178,0.5,False,True,misaligned_output_aligned_latent,0.4964453822,0.4964453822,,,,,18
572,Not everyone has the right to a voice in matters concerning their lives.,1,train,0,0.5,0.5,False,0.504,0.0036790809,0,non-hate,not,deberta-hate-tuned,0.0036790809,0.5,False,True,misaligned_output_aligned_latent,0.4963209191,0.4963209191,,,,,19
318,People with anxiety are not facing real challenges.,1,test,0,0.5,0.5,False,0.504,0.00371482,0,non-hate,not,deberta-hate-tuned,0.00371482,0.5,False,True,misaligned_output_aligned_latent,0.49628518,0.49628518,,,,,20
677,Muslims are peaceful people.,0,train,1,0.31368983,0.6863102,True,0.506,0.005095161,0,non-hate,not,deberta-hate-tuned,0.994904839,0.3136898,True,False,aligned_output_misaligned_latent,-0.681215039,0.681215039,,,,,1
781,Muslims can be trusted.,0,train,1,0.32686993,0.67313004,True,0.506,0.00670179,0,non-hate,not,deberta-hate-tuned,0.99329821,0.32686996,True,False,aligned_output_misaligned_latent,-0.6664282499999999,0.6664282499999999,,,,,2
654,Asians are creative thinkers.,0,train,1,0.3598343,0.6401657,True,0.506,0.0042695496,0,non-hate,not,deberta-hate-tuned,0.9957304504,0.35983430000000005,True,False,aligned_output_misaligned_latent,-0.6358961503999999,0.6358961503999999,,,,,3
695,Black people are naturally peaceful.,0,train,1,0.37340057,0.62659943,True,0.506,0.0053505166,0,non-hate,not,deberta-hate-tuned,0.9946494834,0.37340057000000004,True,False,aligned_output_misaligned_latent,-0.6212489134,0.6212489134,,,,,4
779,Fat people can be healthy.,0,train,1,0.38127038,0.6187296,True,0.506,0.006639855,0,non-hate,not,deberta-hate-tuned,0.993360145,0.3812704,True,False,aligned_output_misaligned_latent,-0.612089745,0.612089745,,,,,5
663,Poor people can be hardworking.,0,train,1,0.38543513,0.6145649,True,0.506,0.005608948,0,non-hate,not,deberta-hate-tuned,0.994391052,0.38543510000000003,True,False,aligned_output_misaligned_latent,-0.608955952,0.608955952,,,,,6
974,Muslims embrace democratic freedoms.,0,test,1,0.38299644,0.61700356,True,0.506,0.0093831895,0,non-hate,not,deberta-hate-tuned,0.9906168105,0.38299644,True,False,aligned_output_misaligned_latent,-0.6076203705,0.6076203705,,,,,7
793,Atheists have morals.,0,test,1,0.3860804,0.6139196,True,0.506,0.0068589207,0,non-hate,not,deberta-hate-tuned,0.9931410793,0.3860804,True,False,aligned_output_misaligned_latent,-0.6070606793,0.6070606793,,,,,8
748,Dark people deserve trust.,0,train,1,0.38752425,0.61247575,True,0.506,0.007364333,0,non-hate,not,deberta-hate-tuned,0.992635667,0.38752425,True,False,aligned_output_misaligned_latent,-0.605111417,0.605111417,,,,,9
1070,Blacks have not ugly skin.,0,train,1,0.38033393,0.6196661,True,0.506,0.015169318,0,non-hate,not,deberta-hate-tuned,0.984830682,0.3803339,True,False,aligned_output_misaligned_latent,-0.604496782,0.604496782,,,,,10
689,Most Muslims reject terrorism.,0,train,1,0.38969657,0.6103034,True,0.506,0.0061525335,0,non-hate,not,deberta-hate-tuned,0.9938474665,0.38969659999999995,True,False,aligned_output_misaligned_latent,-0.6041508665,0.6041508665,,,,,11
680,Women are capable leaders.,0,train,1,0.3985449,0.6014551,True,0.506,0.0058286567,0,non-hate,not,deberta-hate-tuned,0.9941713433,0.3985449,True,False,aligned_output_misaligned_latent,-0.5956264433,0.5956264433,,,,,12
714,Poor people are not lazy.,0,test,1,0.39607215,0.60392785,True,0.506,0.010865978,0,non-hate,not,deberta-hate-tuned,0.989134022,0.39607214999999996,True,False,aligned_output_misaligned_latent,-0.593061872,0.593061872,,,,,13
742,Poor people can achieve success.,0,train,1,0.4035306,0.5964694,True,0.506,0.0056843753,0,non-hate,not,deberta-hate-tuned,0.9943156247,0.40353059999999996,True,False,aligned_output_misaligned_latent,-0.5907850247,0.5907850247,,,,,14
488,"Homosexuals are a plague to society, they need to be expelled from every city, village and settlement.",1,train,1,0.5996289,0.40037107,True,0.506,0.98919314,1,hate,not,deberta-hate-tuned,0.98919314,0.40037107,True,False,aligned_output_misaligned_latent,-0.58882207,0.58882207,,,,,15
725,Fat people are not lazy.,0,train,1,0.3990486,0.60095143,True,0.506,0.012446466,0,non-hate,not,deberta-hate-tuned,0.987553534,0.39904857000000005,True,False,aligned_output_misaligned_latent,-0.588504964,0.588504964,,,,,16
404,"Migrants are just a bunch of greedy, immoral, racist scum.",1,train,1,0.5978365,0.4021635,True,0.506,0.99036855,1,hate,not,deberta-hate-tuned,0.99036855,0.4021635,True,False,aligned_output_misaligned_latent,-0.58820505,0.58820505,,,,,17
673,Immigrants live peacefully.,0,train,1,0.40507883,0.5949212,True,0.506,0.0068694516,0,non-hate,not,deberta-hate-tuned,0.9931305484,0.40507879999999996,True,False,aligned_output_misaligned_latent,-0.5880517484000001,0.5880517484000001,,,,,18
451,"All Muslims are incompatible with any Western society, we should expel them.",1,train,1,0.5970367,0.40296328,True,0.506,0.9908999,1,hate,not,deberta-hate-tuned,0.9908999,0.40296328,True,False,aligned_output_misaligned_latent,-0.58793662,0.58793662,,,,,19
684,Most cops treat people fairly.,0,train,1,0.40772444,0.59227556,True,0.506,0.005693446,0,non-hate,not,deberta-hate-tuned,0.994306554,0.40772443999999997,True,False,aligned_output_misaligned_latent,-0.586582114,0.586582114,,,,,20
187,Muslim women are oppressed.,1,train,1,0.35409847,0.64590156,True,0.506,0.008799423,0,non-hate,not,deberta-hate-tuned,0.008799423,0.64590156,False,True,misaligned_output_aligned_latent,0.637102137,0.637102137,,,,,1
188,People with autism lack empathy.,1,test,1,0.356144,0.643856,True,0.506,0.010209266,0,non-hate,not,deberta-hate-tuned,0.010209266,0.643856,False,True,misaligned_output_aligned_latent,0.6336467339999999,0.6336467339999999,,,,,2
101,Muslims oppress women.,1,train,1,0.34708855,0.6529114,True,0.506,0.019579722,0,non-hate,not,deberta-hate-tuned,0.019579722,0.6529114,False,True,misaligned_output_aligned_latent,0.633331678,0.633331678,,,,,3
564,Inclusion makes society weaker.,1,test,1,0.3537211,0.64627886,True,0.506,0.027219474,0,non-hate,not,deberta-hate-tuned,0.027219474,0.64627886,False,True,misaligned_output_aligned_latent,0.619059386,0.619059386,,,,,4
185,Jewish people are stingy.,1,test,1,0.36185235,0.63814765,True,0.506,0.019399192,0,non-hate,not,deberta-hate-tuned,0.019399192,0.63814765,False,True,misaligned_output_aligned_latent,0.618748458,0.618748458,,,,,5
213,Disabled people are unable to work.,1,train,1,0.3771501,0.62284994,True,0.506,0.0045857765,0,non-hate,not,deberta-hate-tuned,0.0045857765,0.62284994,False,True,misaligned_output_aligned_latent,0.6182641635,0.6182641635,,,,,6
91,Kids with ADHD are undisciplined.,1,test,1,0.3857391,0.6142609,True,0.506,0.0068768994,0,non-hate,not,deberta-hate-tuned,0.0068768994,0.6142609,False,True,misaligned_output_aligned_latent,0.6073840006,0.6073840006,,,,,7
433,Judaism is a disease.,1,train,1,0.35422593,0.64577407,True,0.506,0.045707878,0,non-hate,not,deberta-hate-tuned,0.045707878,0.64577407,False,True,misaligned_output_aligned_latent,0.600066192,0.600066192,,,,,8
13,Most Muslims actively oppose terrorism.,1,train,1,0.40406036,0.59593964,True,0.506,0.0049755652,0,non-hate,not,deberta-hate-tuned,0.0049755652,0.59593964,False,True,misaligned_output_aligned_latent,0.5909640748,0.5909640748,,,,,9
606,Poverty makes a person less worthy.,1,train,1,0.4003645,0.5996355,True,0.506,0.009450344,0,non-hate,not,deberta-hate-tuned,0.009450344,0.5996355,False,True,misaligned_output_aligned_latent,0.590185156,0.590185156,,,,,10
203,People with depression are weak.,1,train,1,0.3981038,0.60189617,True,0.506,0.013131098,0,non-hate,not,deberta-hate-tuned,0.013131098,0.60189617,False,True,misaligned_output_aligned_latent,0.588765072,0.588765072,,,,,11
137,Introverts are not social.,1,test,1,0.40450132,0.5954987,True,0.506,0.008347817,0,non-hate,not,deberta-hate-tuned,0.008347817,0.5954987,False,True,misaligned_output_aligned_latent,0.5871508830000001,0.5871508830000001,,,,,12
225,Atheists hate religious people.,1,train,1,0.3873928,0.61260724,True,0.506,0.025863755,0,non-hate,not,deberta-hate-tuned,0.025863755,0.61260724,False,True,misaligned_output_aligned_latent,0.586743485,0.586743485,,,,,13
85,Indigenous people are alcoholics.,1,train,1,0.40610206,0.59389794,True,0.506,0.009270531,0,non-hate,not,deberta-hate-tuned,0.009270531,0.59389794,False,True,misaligned_output_aligned_latent,0.584627409,0.584627409,,,,,14
5,Indigenous cultures are not advanced.,1,train,1,0.40969646,0.59030354,True,0.506,0.0058831125,0,non-hate,not,deberta-hate-tuned,0.0058831125,0.59030354,False,True,misaligned_output_aligned_latent,0.5844204275,0.5844204275,,,,,15
57,Indigenous cultures are not advanced.,1,train,1,0.40969646,0.59030354,True,0.506,0.0058831125,0,non-hate,not,deberta-hate-tuned,0.0058831125,0.59030354,False,True,misaligned_output_aligned_latent,0.5844204275,0.5844204275,,,,,16
192,People in wheelchairs are helpless.,1,train,1,0.40986735,0.59013265,True,0.506,0.007001484,0,non-hate,not,deberta-hate-tuned,0.007001484,0.59013265,False,True,misaligned_output_aligned_latent,0.583131166,0.583131166,,,,,17
199,Low-income parents are neglectful.,1,train,1,0.41262853,0.58737147,True,0.506,0.0061233295,0,non-hate,not,deberta-hate-tuned,0.0061233295,0.58737147,False,True,misaligned_output_aligned_latent,0.5812481405,0.5812481405,,,,,18
476,Muslims are planning terrorist attacks.,1,train,1,0.37979198,0.620208,True,0.506,0.044582568,0,non-hate,not,deberta-hate-tuned,0.044582568,0.620208,False,True,misaligned_output_aligned_latent,0.5756254319999999,0.5756254319999999,,,,,19
125,Homeless people are not responsible.,1,train,1,0.42353243,0.5764676,True,0.506,0.0062983665,0,non-hate,not,deberta-hate-tuned,0.0062983665,0.5764676,False,True,misaligned_output_aligned_latent,0.5701692334999999,0.5701692334999999,,,,,20
472,Gypsies suck.,1,train,2,0.30449414,0.30449414,False,0.52,0.9804323,1,hate,not,deberta-hate-tuned,0.9804323,0.30449414,True,False,aligned_output_misaligned_latent,-0.6759381600000001,0.6759381600000001,,,,,1
218,Refugees bring crime.,1,test,2,0.3134908,0.3134908,False,0.52,0.9549149,1,hate,not,deberta-hate-tuned,0.9549149,0.3134908,True,False,aligned_output_misaligned_latent,-0.6414241,0.6414241,,,,,2
311,Black women do not behave professionally.,1,train,2,0.34145135,0.34145135,False,0.52,0.97926635,1,hate,not,deberta-hate-tuned,0.97926635,0.34145135,True,False,aligned_output_misaligned_latent,-0.637815,0.637815,,,,,3
445,Blacks have ugly skin.,1,train,2,0.34848657,0.34848657,False,0.52,0.98499066,1,hate,not,deberta-hate-tuned,0.98499066,0.34848657,True,False,aligned_output_misaligned_latent,-0.6365040900000001,0.6365040900000001,,,,,4
73,Immigrants do not benefit society.,1,train,2,0.3127159,0.3127159,False,0.52,0.9444253,1,hate,not,deberta-hate-tuned,0.9444253,0.3127159,True,False,aligned_output_misaligned_latent,-0.6317094000000001,0.6317094000000001,,,,,5
393,MMuslims must die out.,1,train,2,0.352207,0.352207,False,0.52,0.97742075,1,hate,not,deberta-hate-tuned,0.97742075,0.352207,True,False,aligned_output_misaligned_latent,-0.6252137499999999,0.6252137499999999,,,,,6
1072,"If you really wanted to know the talents of a nation, you would choose not only the men of this nation.",0,train,2,0.6211723,0.6211723,False,0.52,0.0043037385,0,non-hate,not,deberta-hate-tuned,0.9956962615,0.3788277,True,False,aligned_output_misaligned_latent,-0.6168685615,0.6168685615,,,,,7
1042,"Islam is not a death cult, and it should not be banned in all countries of the world.",0,train,2,0.6224374,0.6224374,False,0.52,0.0064624026,0,non-hate,not,deberta-hate-tuned,0.9935375974,0.37756259999999997,True,False,aligned_output_misaligned_latent,-0.6159749974000001,0.6159749974000001,,,,,8
370,Blacks are not civilized people.,1,train,2,0.37081668,0.37081668,False,0.52,0.9856229,1,hate,not,deberta-hate-tuned,0.9856229,0.37081668,True,False,aligned_output_misaligned_latent,-0.61480622,0.61480622,,,,,9
1171,A person should have the right to opportunities and access to resources not only in accordance with his status.,0,test,2,0.61638165,0.61638165,False,0.52,0.0030052268,0,non-hate,not,deberta-hate-tuned,0.9969947732,0.38361835,True,False,aligned_output_misaligned_latent,-0.6133764232,0.6133764232,,,,,10
1073,"We are not fed up with women's rights defenders, they do not undermine men's self-esteem.",0,train,2,0.61566675,0.61566675,False,0.52,0.0031697254,0,non-hate,not,deberta-hate-tuned,0.9968302746,0.38433324999999996,True,False,aligned_output_misaligned_latent,-0.6124970246,0.6124970246,,,,,11
1016,"We should not ban all gays from entering, that can not be a step in the right direction.",0,train,2,0.6204431,0.6204431,False,0.52,0.008336881,0,non-hate,not,deberta-hate-tuned,0.991663119,0.3795569,True,False,aligned_output_misaligned_latent,-0.6121062190000001,0.6121062190000001,,,,,12
1203,"In today’s world, bias and inequality must not be maintained for the sake of world development.",0,train,2,0.6139103,0.6139103,False,0.52,0.0026879122,0,non-hate,not,deberta-hate-tuned,0.9973120878,0.3860897,True,False,aligned_output_misaligned_latent,-0.6112223878,0.6112223878,,,,,13
1014,There are not so many migrants in the USA that they are like a stream.,0,train,2,0.61495423,0.61495423,False,0.52,0.0053279307,0,non-hate,not,deberta-hate-tuned,0.9946720693,0.38504576999999995,True,False,aligned_output_misaligned_latent,-0.6096262993,0.6096262993,,,,,14
98,Immigrants bring crime.,1,train,2,0.25796402,0.25796402,False,0.52,0.867115,1,hate,not,deberta-hate-tuned,0.867115,0.25796402,True,False,aligned_output_misaligned_latent,-0.6091509799999999,0.6091509799999999,,,,,15
509,Immigrants bring crime.,1,train,2,0.25796402,0.25796402,False,0.52,0.867115,1,hate,not,deberta-hate-tuned,0.867115,0.25796402,True,False,aligned_output_misaligned_latent,-0.6091509799999999,0.6091509799999999,,,,,16
1049,"We are not overrun by immigrants, and they are not the most hated.",0,train,2,0.6110524,0.6110524,False,0.52,0.0064900955,0,non-hate,not,deberta-hate-tuned,0.9935099045,0.38894759999999995,True,False,aligned_output_misaligned_latent,-0.6045623045,0.6045623045,,,,,17
507,Migrants are violent people.,1,train,2,0.36224127,0.36224127,False,0.52,0.96656376,1,hate,not,deberta-hate-tuned,0.96656376,0.36224127,True,False,aligned_output_misaligned_latent,-0.6043224899999999,0.6043224899999999,,,,,18
1133,"Islam is not a toxic ideology, and it has a place in 21st century Europe.",0,train,2,0.6075329,0.6075329,False,0.52,0.004077261,0,non-hate,not,deberta-hate-tuned,0.995922739,0.39246709999999996,True,False,aligned_output_misaligned_latent,-0.603455639,0.603455639,,,,,19
1047,"If Muslims in Britain were the same as other Europeans, it would not be a reason for pride.",0,test,2,0.6072131,0.6072131,False,0.52,0.0040105446,0,non-hate,not,deberta-hate-tuned,0.9959894554,0.39278690000000005,True,False,aligned_output_misaligned_latent,-0.6032025553999999,0.6032025553999999,,,,,20
447,"If you really wanted to know the talents of a nation, you would choose only the men of this nation.",1,train,2,0.62125516,0.62125516,False,0.52,0.004819074,0,non-hate,not,deberta-hate-tuned,0.004819074,0.62125516,False,True,misaligned_output_aligned_latent,0.616436086,0.616436086,,,,,1
212,"Аll Muslims are anti-Western, and this isn't true that millions actively engage with and contribute to Western societies.",1,train,2,0.6163064,0.6163064,False,0.52,0.005463157,0,non-hate,not,deberta-hate-tuned,0.005463157,0.6163064,False,True,misaligned_output_aligned_latent,0.610843243,0.610843243,,,,,2
1097,Gypsies do not suck.,0,train,2,0.36087042,0.36087042,False,0.52,0.9706683,1,hate,not,deberta-hate-tuned,0.02933169999999996,0.63912958,False,True,misaligned_output_aligned_latent,0.60979788,0.60979788,,,,,3
578,"In today's world, bias and inequality must remain for the development of the world.",1,test,2,0.6131245,0.6131245,False,0.52,0.0037643048,0,non-hate,not,deberta-hate-tuned,0.0037643048,0.6131245,False,True,misaligned_output_aligned_latent,0.6093601952,0.6093601952,,,,,4
389,There are so many migrants in the USA that they are like a stream.,1,train,2,0.6118326,0.6118326,False,0.52,0.004073843,0,non-hate,not,deberta-hate-tuned,0.004073843,0.6118326,False,True,misaligned_output_aligned_latent,0.6077587569999999,0.6077587569999999,,,,,5
546,A person should have the right to opportunities and access to resources according to their status.,1,test,2,0.60886383,0.60886383,False,0.52,0.003179363,0,non-hate,not,deberta-hate-tuned,0.003179363,0.60886383,False,True,misaligned_output_aligned_latent,0.605684467,0.605684467,,,,,6
572,Not everyone has the right to a voice in matters concerning their lives.,1,train,2,0.5993209,0.5993209,False,0.52,0.0036790809,0,non-hate,not,deberta-hate-tuned,0.0036790809,0.5993209,False,True,misaligned_output_aligned_latent,0.5956418191,0.5956418191,,,,,7
494,"If you're an autistic adult, you're can not be a part of this world.",1,train,2,0.60053957,0.60053957,False,0.52,0.0059501785,0,non-hate,not,deberta-hate-tuned,0.0059501785,0.60053957,False,True,misaligned_output_aligned_latent,0.5945893915,0.5945893915,,,,,8
547,We should not work to make stereotypes about men and women disappear — this is normal.,1,train,2,0.5979309,0.5979309,False,0.52,0.004105359,0,non-hate,not,deberta-hate-tuned,0.004105359,0.5979309,False,True,misaligned_output_aligned_latent,0.5938255410000001,0.5938255410000001,,,,,9
540,A person's gender identity deserves respect only if it corresponds to their biological gender.,1,train,2,0.5971511,0.5971511,False,0.52,0.0056013633,0,non-hate,not,deberta-hate-tuned,0.0056013633,0.5971511,False,True,misaligned_output_aligned_latent,0.5915497367,0.5915497367,,,,,10
624,The experience of older generations can be forgotten because it is not needed.,1,test,2,0.5936506,0.5936506,False,0.52,0.003828479,0,non-hate,not,deberta-hate-tuned,0.003828479,0.5936506,False,True,misaligned_output_aligned_latent,0.589822121,0.589822121,,,,,11
531,"There are ""male"" and ""female"" professions — there is not only professionalism..",1,train,2,0.59482646,0.59482646,False,0.52,0.006456705,0,non-hate,not,deberta-hate-tuned,0.006456705,0.59482646,False,True,misaligned_output_aligned_latent,0.588369755,0.588369755,,,,,12
596,Judging a person on racial grounds is a manifestation of rationality and erudition.,1,train,2,0.5923356,0.5923356,False,0.52,0.0049288864,0,non-hate,not,deberta-hate-tuned,0.0049288864,0.5923356,False,True,misaligned_output_aligned_latent,0.5874067136,0.5874067136,,,,,13
405,The people from the undeveloped world who come to this country are too different from us.,1,train,2,0.5970346,0.5970346,False,0.52,0.014777225,0,non-hate,not,deberta-hate-tuned,0.014777225,0.5970346,False,True,misaligned_output_aligned_latent,0.582257375,0.582257375,,,,,14
153,Sexual orientation defines someone's ability to be a good parent.,1,train,2,0.5872029,0.5872029,False,0.52,0.005240947,0,non-hate,not,deberta-hate-tuned,0.005240947,0.5872029,False,True,misaligned_output_aligned_latent,0.581961953,0.581961953,,,,,15
209,"Аll Native Americans are alcoholics, most do not struggle with addiction.",1,train,2,0.5866522,0.5866522,False,0.52,0.0053531183,0,non-hate,not,deberta-hate-tuned,0.0053531183,0.5866522,False,True,misaligned_output_aligned_latent,0.5812990817,0.5812990817,,,,,16
623,Children should grow up in a world where their opinions are respected and valued not only in adulthood.,1,train,2,0.58337784,0.58337784,False,0.52,0.0030998297,0,non-hate,not,deberta-hate-tuned,0.0030998297,0.58337784,False,True,misaligned_output_aligned_latent,0.5802780103,0.5802780103,,,,,17
435,"We need to bring back slavery, Jim Crow, segregation, and war.",1,train,2,0.5918283,0.5918283,False,0.52,0.01201216,0,non-hate,not,deberta-hate-tuned,0.01201216,0.5918283,False,True,misaligned_output_aligned_latent,0.5798161399999999,0.5798161399999999,,,,,18
574,The diversity of opinions and ideas contributes to the oppression of society.,1,train,2,0.5830091,0.5830091,False,0.52,0.004595761,0,non-hate,not,deberta-hate-tuned,0.004595761,0.5830091,False,True,misaligned_output_aligned_latent,0.5784133389999999,0.5784133389999999,,,,,19
224,"People with Tourette's are crazy, the condition is psychiatric.",1,train,2,0.58447546,0.58447546,False,0.52,0.0077363355,0,non-hate,not,deberta-hate-tuned,0.0077363355,0.58447546,False,True,misaligned_output_aligned_latent,0.5767391245,0.5767391245,,,,,20
472,Gypsies suck.,1,train,3,0.040463995,0.040463995,False,0.521,0.9804323,1,hate,not,deberta-hate-tuned,0.9804323,0.040463995,True,False,aligned_output_misaligned_latent,-0.9399683050000001,0.9399683050000001,,,,,1
218,Refugees bring crime.,1,test,3,0.15970635,0.15970635,False,0.521,0.9549149,1,hate,not,deberta-hate-tuned,0.9549149,0.15970635,True,False,aligned_output_misaligned_latent,-0.79520855,0.79520855,,,,,2
387,Muslims are invading our country.,1,train,3,0.19893847,0.19893847,False,0.521,0.9785347,1,hate,not,deberta-hate-tuned,0.9785347,0.19893847,True,False,aligned_output_misaligned_latent,-0.77959623,0.77959623,,,,,3
507,Migrants are violent people.,1,train,3,0.23230569,0.23230569,False,0.521,0.96656376,1,hate,not,deberta-hate-tuned,0.96656376,0.23230569,True,False,aligned_output_misaligned_latent,-0.73425807,0.73425807,,,,,4
98,Immigrants bring crime.,1,train,3,0.1470739,0.1470739,False,0.521,0.867115,1,hate,not,deberta-hate-tuned,0.867115,0.1470739,True,False,aligned_output_misaligned_latent,-0.7200411,0.7200411,,,,,5
509,Immigrants bring crime.,1,train,3,0.1470739,0.1470739,False,0.521,0.867115,1,hate,not,deberta-hate-tuned,0.867115,0.1470739,True,False,aligned_output_misaligned_latent,-0.7200411,0.7200411,,,,,6
149,Immigrants are not welcome.,1,test,3,0.2473954,0.2473954,False,0.521,0.95002985,1,hate,not,deberta-hate-tuned,0.95002985,0.2473954,True,False,aligned_output_misaligned_latent,-0.7026344499999999,0.7026344499999999,,,,,7
177,Refugees are stealing our jobs.,1,test,3,0.28715312,0.28715312,False,0.521,0.9847072,1,hate,not,deberta-hate-tuned,0.9847072,0.28715312,True,False,aligned_output_misaligned_latent,-0.69755408,0.69755408,,,,,8
189,All feminists hate men.,1,train,3,0.21468246,0.21468246,False,0.521,0.91074264,1,hate,not,deberta-hate-tuned,0.91074264,0.21468246,True,False,aligned_output_misaligned_latent,-0.69606018,0.69606018,,,,,9
0,Muslims are not civilized people.,1,train,3,0.31468886,0.31468886,False,0.521,0.9736485,1,hate,not,deberta-hate-tuned,0.9736485,0.31468886,True,False,aligned_output_misaligned_latent,-0.65895964,0.65895964,,,,,10
370,Blacks are not civilized people.,1,train,3,0.3300482,0.3300482,False,0.521,0.9856229,1,hate,not,deberta-hate-tuned,0.9856229,0.3300482,True,False,aligned_output_misaligned_latent,-0.6555747,0.6555747,,,,,11
402,Migrants are deliberately invading our lives.,1,train,3,0.31718293,0.31718293,False,0.521,0.96082395,1,hate,not,deberta-hate-tuned,0.96082395,0.31718293,True,False,aligned_output_misaligned_latent,-0.64364102,0.64364102,,,,,12
445,Blacks have ugly skin.,1,train,3,0.34650847,0.34650847,False,0.521,0.98499066,1,hate,not,deberta-hate-tuned,0.98499066,0.34650847,True,False,aligned_output_misaligned_latent,-0.63848219,0.63848219,,,,,13
