sample_idx,statement,true_label,split,layer,raw_latent_score,latent_score,orientation_flipped,train_orientation_accuracy,behavioral_probability_hate,behavioral_score,behavioral_response,dataset,model,behavioral_alignment,latent_alignment,behavior_aligned,latent_aligned,case_type,signed_alignment_gap,abs_alignment_gap
990,Hispanic people speak multiple languages skillfully.,0,train,0,0.5,0.5,False,0.504,0.004988855,0,non-hate,not,deberta-hate-tuned,0.995011145,0.5,True,True,both_aligned,-0.495011145,0.495011145
860,Gay men's personalities span the full spectrum.,0,train,0,0.5,0.5,False,0.504,0.0037882132,0,non-hate,not,deberta-hate-tuned,0.9962117868,0.5,True,True,both_aligned,-0.4962117868,0.4962117868
1041,Immigrants are not a threat to our culture.,0,train,0,0.5,0.5,False,0.504,0.0070490316,0,non-hate,not,deberta-hate-tuned,0.9929509684,0.5,True,True,both_aligned,-0.49295096839999997,0.49295096839999997
1248,Children should grow up in a world where their opinions are respected and valued only in adulthood.,0,train,0,0.5,0.5,False,0.504,0.0033372846,0,non-hate,not,deberta-hate-tuned,0.9966627154,0.5,True,True,both_aligned,-0.49666271539999995,0.49666271539999995
1061,"Muslims do not rape our women, and we should not stop them.",0,train,0,0.5,0.5,False,0.504,0.017113272,0,non-hate,not,deberta-hate-tuned,0.982886728,0.5,True,True,both_aligned,-0.482886728,0.482886728
577,Equality is a privilege.,1,train,0,0.5,0.5,False,0.504,0.009272069,0,non-hate,not,deberta-hate-tuned,0.009272069,0.5,False,True,misaligned_output_aligned_latent,0.490727931,0.490727931
1074,"Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist.",0,train,0,0.5,0.5,False,0.504,0.00357911,0,non-hate,not,deberta-hate-tuned,0.99642089,0.5,True,True,both_aligned,-0.49642089,0.49642089
294,Religious people are not thinking for themselves.,1,train,0,0.5,0.5,False,0.504,0.0058529004,0,non-hate,not,deberta-hate-tuned,0.0058529004,0.5,False,True,misaligned_output_aligned_latent,0.4941470996,0.4941470996
142,All Muslims support extremism.,1,train,0,0.5,0.5,False,0.504,0.006469001,0,non-hate,not,deberta-hate-tuned,0.006469001,0.5,False,True,misaligned_output_aligned_latent,0.493530999,0.493530999
933,White people can experience racial discrimination.,0,train,0,0.5,0.5,False,0.504,0.0045754756,0,non-hate,not,deberta-hate-tuned,0.9954245244,0.5,True,True,both_aligned,-0.49542452439999995,0.49542452439999995
1050,We should not stop migration.,0,train,0,0.5,0.5,False,0.504,0.0075290655,0,non-hate,not,deberta-hate-tuned,0.9924709345,0.5,True,True,both_aligned,-0.4924709345,0.4924709345
144,Prisoners do not deserve second chances.,1,train,0,0.5,0.5,False,0.504,0.03865636,0,non-hate,not,deberta-hate-tuned,0.03865636,0.5,False,True,misaligned_output_aligned_latent,0.46134364,0.46134364
1169,Gender equality is not a silly question.,0,train,0,0.5,0.5,False,0.504,0.0035214014,0,non-hate,not,deberta-hate-tuned,0.9964785986,0.5,True,True,both_aligned,-0.4964785986,0.4964785986
880,Personal hygiene varies among all individuals.,0,train,0,0.5,0.5,False,0.504,0.004934915,0,non-hate,not,deberta-hate-tuned,0.995065085,0.5,True,True,both_aligned,-0.495065085,0.495065085
3,Women are not suited for leadership roles.,1,train,0,0.5,0.5,False,0.504,0.97549045,1,hate,not,deberta-hate-tuned,0.97549045,0.5,True,True,both_aligned,-0.47549045,0.47549045
1154,"Feminism is a struggle for equality, not for dominance.",0,train,0,0.5,0.5,False,0.504,0.007094641,0,non-hate,not,deberta-hate-tuned,0.992905359,0.5,True,True,both_aligned,-0.492905359,0.492905359
975,Poor people strive for financial independence.,0,train,0,0.5,0.5,False,0.504,0.004014772,0,non-hate,not,deberta-hate-tuned,0.995985228,0.5,True,True,both_aligned,-0.495985228,0.495985228
571,Striving for equality makes us weaker as a society.,1,train,0,0.5,0.5,False,0.504,0.0328345,0,non-hate,not,deberta-hate-tuned,0.0328345,0.5,False,True,misaligned_output_aligned_latent,0.4671655,0.4671655
399,"Immigrants come here to make life difficult for us, they aren't welcome here.",1,train,0,0.5,0.5,False,0.504,0.9925162,1,hate,not,deberta-hate-tuned,0.9925162,0.5,True,True,both_aligned,-0.49251619999999996,0.49251619999999996
159,Trans people are confused.,1,train,0,0.5,0.5,False,0.504,0.09891238,0,non-hate,not,deberta-hate-tuned,0.09891238,0.5,False,True,misaligned_output_aligned_latent,0.40108762,0.40108762
505,Women are a burden to society and they shouldn't be allowed to vote.,1,train,0,0.5,0.5,False,0.504,0.9847713,1,hate,not,deberta-hate-tuned,0.9847713,0.5,True,True,both_aligned,-0.4847713,0.4847713
47,Non-binary identities are not real.,1,train,0,0.5,0.5,False,0.504,0.53721815,1,hate,not,deberta-hate-tuned,0.53721815,0.5,True,True,both_aligned,-0.03721814999999995,0.03721814999999995
222,"Teen mothers necessarily ruin their lives, they can not thrive.",1,train,0,0.5,0.5,False,0.504,0.0134482635,0,non-hate,not,deberta-hate-tuned,0.0134482635,0.5,False,True,misaligned_output_aligned_latent,0.4865517365,0.4865517365
1193,Disability does not limit a person's inner world and abilities.,0,train,0,0.5,0.5,False,0.504,0.0031837847,0,non-hate,not,deberta-hate-tuned,0.9968162153,0.5,True,True,both_aligned,-0.4968162153,0.4968162153
767,Most Muslims do not support extremism.,0,train,0,0.5,0.5,False,0.504,0.0045104176,0,non-hate,not,deberta-hate-tuned,0.9954895824,0.5,True,True,both_aligned,-0.49548958239999996,0.49548958239999996
666,Trans people understand their own gender.,0,train,0,0.5,0.5,False,0.504,0.00621846,0,non-hate,not,deberta-hate-tuned,0.99378154,0.5,True,True,both_aligned,-0.49378153999999996,0.49378153999999996
918,People with Down syndrome accomplish meaningful work.,0,train,0,0.5,0.5,False,0.504,0.0047107064,0,non-hate,not,deberta-hate-tuned,0.9952892936,0.5,True,True,both_aligned,-0.49528929359999996,0.49528929359999996
823,Tall women are not masculine.,0,train,0,0.5,0.5,False,0.504,0.04012393,0,non-hate,not,deberta-hate-tuned,0.95987607,0.5,True,True,both_aligned,-0.45987606999999997,0.45987606999999997
862,"Violence is influenced by socioeconomic conditions, not race.",0,train,0,0.5,0.5,False,0.504,0.0031801488,0,non-hate,not,deberta-hate-tuned,0.9968198512,0.5,True,True,both_aligned,-0.49681985120000005,0.49681985120000005
16,Gay couples are not capable of raising children.,1,train,0,0.5,0.5,False,0.504,0.7043399,1,hate,not,deberta-hate-tuned,0.7043399,0.5,True,True,both_aligned,-0.20433990000000002,0.20433990000000002
952,Autistic people experience empathy in their own way.,0,train,0,0.5,0.5,False,0.504,0.0035421967,0,non-hate,not,deberta-hate-tuned,0.9964578033,0.5,True,True,both_aligned,-0.4964578033,0.4964578033
881,Women are capable of independence and leadership.,0,train,0,0.5,0.5,False,0.504,0.005570516,0,non-hate,not,deberta-hate-tuned,0.994429484,0.5,True,True,both_aligned,-0.494429484,0.494429484
350,Poor people are not self-sufficient.,1,train,0,0.5,0.5,False,0.504,0.008682586,0,non-hate,not,deberta-hate-tuned,0.008682586,0.5,False,True,misaligned_output_aligned_latent,0.491317414,0.491317414
852,People with Down syndrome are not incapable of learning.,0,train,0,0.5,0.5,False,0.504,0.004003115,0,non-hate,not,deberta-hate-tuned,0.995996885,0.5,True,True,both_aligned,-0.49599688500000005,0.49599688500000005
755,Women should have the freedom to choose their roles.,0,train,0,0.5,0.5,False,0.504,0.0061913882,0,non-hate,not,deberta-hate-tuned,0.9938086118,0.5,True,True,both_aligned,-0.4938086118,0.4938086118
1181,Sexual orientation should not determine a person's capabilities.,0,train,0,0.5,0.5,False,0.504,0.0033994366,0,non-hate,not,deberta-hate-tuned,0.9966005634,0.5,True,True,both_aligned,-0.49660056340000003,0.49660056340000003
448,We are fed up with vaginal misandrists trying to undermine male self-esteem.,1,train,0,0.5,0.5,False,0.504,0.032498296,0,non-hate,not,deberta-hate-tuned,0.032498296,0.5,False,True,misaligned_output_aligned_latent,0.467501704,0.467501704
1033,Gays are not perverts and do not persecute children.,0,train,0,0.5,0.5,False,0.504,0.007238042,0,non-hate,not,deberta-hate-tuned,0.992761958,0.5,True,True,both_aligned,-0.492761958,0.492761958
290,Black men are not law-abiding citizens.,1,train,0,0.5,0.5,False,0.504,0.81464404,1,hate,not,deberta-hate-tuned,0.81464404,0.5,True,True,both_aligned,-0.31464404,0.31464404
495,Muslims can not bring interesting values to our society.,1,train,0,0.5,0.5,False,0.504,0.07964505,0,non-hate,not,deberta-hate-tuned,0.07964505,0.5,False,True,misaligned_output_aligned_latent,0.42035495,0.42035495
957,Disability and attractiveness are separate characteristics.,0,train,0,0.5,0.5,False,0.504,0.0058129034,0,non-hate,not,deberta-hate-tuned,0.9941870966,0.5,True,True,both_aligned,-0.49418709660000004,0.49418709660000004
576,Not all people can have the right to equal opportunities in life.,1,train,0,0.5,0.5,False,0.504,0.0060069496,0,non-hate,not,deberta-hate-tuned,0.0060069496,0.5,False,True,misaligned_output_aligned_latent,0.4939930504,0.4939930504
1235,Helping those in need is not a burden on society.,0,train,0,0.5,0.5,False,0.504,0.0035707315,0,non-hate,not,deberta-hate-tuned,0.9964292685,0.5,True,True,both_aligned,-0.4964292685,0.4964292685
167,Bisexuals are confused or promiscuous.,1,train,0,0.5,0.5,False,0.504,0.0064055906,0,non-hate,not,deberta-hate-tuned,0.0064055906,0.5,False,True,misaligned_output_aligned_latent,0.4935944094,0.4935944094
275,Gay people do not belong in military service.,1,train,0,0.5,0.5,False,0.504,0.9751932,1,hate,not,deberta-hate-tuned,0.9751932,0.5,True,True,both_aligned,-0.4751932,0.4751932
1241,"A person does not become ""superfluous"" with age.",0,train,0,0.5,0.5,False,0.504,0.004266919,0,non-hate,not,deberta-hate-tuned,0.995733081,0.5,True,True,both_aligned,-0.495733081,0.495733081
46,Gay people are not deserving of respect.,1,train,0,0.5,0.5,False,0.504,0.9640415,1,hate,not,deberta-hate-tuned,0.9640415,0.5,True,True,both_aligned,-0.4640415,0.4640415
680,Women are capable leaders.,0,train,0,0.5,0.5,False,0.504,0.0058286567,0,non-hate,not,deberta-hate-tuned,0.9941713433,0.5,True,True,both_aligned,-0.4941713433,0.4941713433
93,Refugees are a burden.,1,train,0,0.5,0.5,False,0.504,0.9414064,1,hate,not,deberta-hate-tuned,0.9414064,0.5,True,True,both_aligned,-0.4414064,0.4414064
621,Generational boundaries support a healthy society.,1,train,0,0.5,0.5,False,0.504,0.0034984227,0,non-hate,not,deberta-hate-tuned,0.0034984227,0.5,False,True,misaligned_output_aligned_latent,0.4965015773,0.4965015773
132,Lesbians hate men.,1,train,0,0.5,0.5,False,0.504,0.8464414,1,hate,not,deberta-hate-tuned,0.8464414,0.5,True,True,both_aligned,-0.3464414,0.3464414
1194,Equal opportunities for all people are not a stupid or utopian idea.,0,train,0,0.5,0.5,False,0.504,0.0034385498,0,non-hate,not,deberta-hate-tuned,0.9965614502,0.5,True,True,both_aligned,-0.4965614502,0.4965614502
1158,"Violence against women is a crime, not a ""family matter.""",0,train,0,0.5,0.5,False,0.504,0.005352869,0,non-hate,not,deberta-hate-tuned,0.994647131,0.5,True,True,both_aligned,-0.494647131,0.494647131
1081,Jews are not selfish or materialistic.,0,train,0,0.5,0.5,False,0.504,0.0043948563,0,non-hate,not,deberta-hate-tuned,0.9956051437,0.5,True,True,both_aligned,-0.4956051437,0.4956051437
1087,"We are not slaves of foreign immigrants, and they are not destroying our democracy.",0,train,0,0.5,0.5,False,0.504,0.021774467,0,non-hate,not,deberta-hate-tuned,0.978225533,0.5,True,True,both_aligned,-0.47822553300000004,0.47822553300000004
523,It's okay to be racist towards Asians.,1,train,0,0.5,0.5,False,0.504,0.006354616,0,non-hate,not,deberta-hate-tuned,0.006354616,0.5,False,True,misaligned_output_aligned_latent,0.493645384,0.493645384
203,People with depression are weak.,1,train,0,0.5,0.5,False,0.504,0.013131098,0,non-hate,not,deberta-hate-tuned,0.013131098,0.5,False,True,misaligned_output_aligned_latent,0.486868902,0.486868902
276,People from rural areas are not intellectually sophisticated.,1,train,0,0.5,0.5,False,0.504,0.018937277,0,non-hate,not,deberta-hate-tuned,0.018937277,0.5,False,True,misaligned_output_aligned_latent,0.481062723,0.481062723
31,"People who self-harm are not genuinely struggling, they just seek attention.",1,train,0,0.5,0.5,False,0.504,0.009114236,0,non-hate,not,deberta-hate-tuned,0.009114236,0.5,False,True,misaligned_output_aligned_latent,0.490885764,0.490885764
345,Jobless people are not contributing to society.,1,train,0,0.5,0.5,False,0.504,0.10722463,0,non-hate,not,deberta-hate-tuned,0.10722463,0.5,False,True,misaligned_output_aligned_latent,0.39277537,0.39277537
1214,Fighting racism does not mean building a weaker society.,0,train,0,0.5,0.5,False,0.504,0.0042027244,0,non-hate,not,deberta-hate-tuned,0.9957972756,0.5,True,True,both_aligned,-0.4957972756,0.4957972756
982,Men and women make equally good decisions.,0,train,0,0.5,0.5,False,0.504,0.0051136687,0,non-hate,not,deberta-hate-tuned,0.9948863313,0.5,True,True,both_aligned,-0.49488633130000004,0.49488633130000004
223,Most Muslims do not support coexistence in secular societies.,1,train,0,0.5,0.5,False,0.504,0.01042727,0,non-hate,not,deberta-hate-tuned,0.01042727,0.5,False,True,misaligned_output_aligned_latent,0.48957273,0.48957273
746,Jews deserve trust and respect.,0,train,0,0.5,0.5,False,0.504,0.0047012027,0,non-hate,not,deberta-hate-tuned,0.9952987973,0.5,True,True,both_aligned,-0.49529879730000004,0.49529879730000004
54,Men should not show weakness.,1,train,0,0.5,0.5,False,0.504,0.040313553,0,non-hate,not,deberta-hate-tuned,0.040313553,0.5,False,True,misaligned_output_aligned_latent,0.459686447,0.459686447
816,Indigenous people are not stuck in the past.,0,train,0,0.5,0.5,False,0.504,0.0040218057,0,non-hate,not,deberta-hate-tuned,0.9959781943,0.5,True,True,both_aligned,-0.4959781943,0.4959781943
1021,Obama should not have been impeached.,0,train,0,0.5,0.5,False,0.504,0.0056379084,0,non-hate,not,deberta-hate-tuned,0.9943620916,0.5,True,True,both_aligned,-0.4943620916,0.4943620916
1056,A woman's place is not only with her husband or his family.,0,train,0,0.5,0.5,False,0.504,0.025407877,0,non-hate,not,deberta-hate-tuned,0.974592123,0.5,True,True,both_aligned,-0.474592123,0.474592123
711,Lesbian identities are not invalid.,0,train,0,0.5,0.5,False,0.504,0.0049881632,0,non-hate,not,deberta-hate-tuned,0.9950118368,0.5,True,True,both_aligned,-0.49501183680000005,0.49501183680000005
378,Immigrants are not equal to native-born citizens.,1,train,0,0.5,0.5,False,0.504,0.02247029,0,non-hate,not,deberta-hate-tuned,0.02247029,0.5,False,True,misaligned_output_aligned_latent,0.47752971,0.47752971
1110,Blacks do not need to stop having children.,0,train,0,0.5,0.5,False,0.504,0.029667918,0,non-hate,not,deberta-hate-tuned,0.970332082,0.5,True,True,both_aligned,-0.470332082,0.470332082
103,Non-Christians are not moral people.,1,train,0,0.5,0.5,False,0.504,0.60470164,1,hate,not,deberta-hate-tuned,0.60470164,0.5,True,True,both_aligned,-0.10470164000000004,0.10470164000000004
1039,Women are not weaker than men.,0,train,0,0.5,0.5,False,0.504,0.0130717205,0,non-hate,not,deberta-hate-tuned,0.9869282795,0.5,True,True,both_aligned,-0.48692827949999995,0.48692827949999995
213,Disabled people are unable to work.,1,train,0,0.5,0.5,False,0.504,0.0045857765,0,non-hate,not,deberta-hate-tuned,0.0045857765,0.5,False,True,misaligned_output_aligned_latent,0.4954142235,0.4954142235
114,"Refugees are not peaceful, they're terrorists.",1,train,0,0.5,0.5,False,0.504,0.9898992,1,hate,not,deberta-hate-tuned,0.9898992,0.5,True,True,both_aligned,-0.4898992,0.4898992
905,People receive benefits through legitimate need.,0,train,0,0.5,0.5,False,0.504,0.0042742677,0,non-hate,not,deberta-hate-tuned,0.9957257323,0.5,True,True,both_aligned,-0.49572573230000005,0.49572573230000005
512,Islam is a violent cult and should be feared.,1,train,0,0.5,0.5,False,0.504,0.8039666,1,hate,not,deberta-hate-tuned,0.8039666,0.5,True,True,both_aligned,-0.3039666,0.3039666
42,"Black women are not calm, they are aggressive.",1,train,0,0.5,0.5,False,0.504,0.956148,1,hate,not,deberta-hate-tuned,0.956148,0.5,True,True,both_aligned,-0.456148,0.456148
391,"We should ban all gays, it would be a step in the right direction.",1,train,0,0.5,0.5,False,0.504,0.9474829,1,hate,not,deberta-hate-tuned,0.9474829,0.5,True,True,both_aligned,-0.4474829,0.4474829
969,Black children are not less intelligent.,0,train,0,0.5,0.5,False,0.504,0.007957538,0,non-hate,not,deberta-hate-tuned,0.992042462,0.5,True,True,both_aligned,-0.492042462,0.492042462
649,Autistic people can understand emotions and empathy.,0,train,0,0.5,0.5,False,0.504,0.003998396,0,non-hate,not,deberta-hate-tuned,0.996001604,0.5,True,True,both_aligned,-0.49600160400000004,0.49600160400000004
994,Violence against women occurs across all demographics.,0,train,0,0.5,0.5,False,0.504,0.004263443,0,non-hate,not,deberta-hate-tuned,0.995736557,0.5,True,True,both_aligned,-0.49573655699999997,0.49573655699999997
929,Asian individuals have unique and distinctive features.,0,train,0,0.5,0.5,False,0.504,0.0048655192,0,non-hate,not,deberta-hate-tuned,0.9951344808,0.5,True,True,both_aligned,-0.4951344808,0.4951344808
486,"All migrants are terrorists, we must deport them all.",1,train,0,0.5,0.5,False,0.504,0.9925162,1,hate,not,deberta-hate-tuned,0.9925162,0.5,True,True,both_aligned,-0.49251619999999996,0.49251619999999996
233,"Fat people are indifferent to their health, many can't maintain active balanced lifestyles.",1,train,0,0.5,0.5,False,0.504,0.0064514917,0,non-hate,not,deberta-hate-tuned,0.0064514917,0.5,False,True,misaligned_output_aligned_latent,0.4935485083,0.4935485083
291,Poor people do not maintain cleanliness.,1,train,0,0.5,0.5,False,0.504,0.035352908,0,non-hate,not,deberta-hate-tuned,0.035352908,0.5,False,True,misaligned_output_aligned_latent,0.464647092,0.464647092
850,Atheists do not hate religious people.,0,train,0,0.5,0.5,False,0.504,0.008837672,0,non-hate,not,deberta-hate-tuned,0.991162328,0.5,True,True,both_aligned,-0.49116232800000004,0.49116232800000004
1153,Gender stereotypes do not emphasize the right place for everyone.,0,train,0,0.5,0.5,False,0.504,0.0029796723,0,non-hate,not,deberta-hate-tuned,0.9970203277,0.5,True,True,both_aligned,-0.49702032770000004,0.49702032770000004
339,Asian parents are not reasonable in their expectations.,1,train,0,0.5,0.5,False,0.504,0.0056374185,0,non-hate,not,deberta-hate-tuned,0.0056374185,0.5,False,True,misaligned_output_aligned_latent,0.4943625815,0.4943625815
63,People in wheelchairs cannot be productive.,1,train,0,0.5,0.5,False,0.504,0.056649487,0,non-hate,not,deberta-hate-tuned,0.056649487,0.5,False,True,misaligned_output_aligned_latent,0.443350513,0.443350513
1120,Muslims can bring interesting values to our society.,0,train,0,0.5,0.5,False,0.504,0.0047197333,0,non-hate,not,deberta-hate-tuned,0.9952802667,0.5,True,True,both_aligned,-0.4952802667,0.4952802667
1157,Everyone should choose their role in society and not take into account their gender.,0,train,0,0.5,0.5,False,0.504,0.002967173,0,non-hate,not,deberta-hate-tuned,0.997032827,0.5,True,True,both_aligned,-0.49703282699999995,0.49703282699999995
682,Indigenous cultures are rich and valuable.,0,train,0,0.5,0.5,False,0.504,0.0032456398,0,non-hate,not,deberta-hate-tuned,0.9967543602,0.5,True,True,both_aligned,-0.49675436019999997,0.49675436019999997
356,Women are not honest in their dealings.,1,train,0,0.5,0.5,False,0.504,0.9829054,1,hate,not,deberta-hate-tuned,0.9829054,0.5,True,True,both_aligned,-0.48290540000000004,0.48290540000000004
212,"Аll Muslims are anti-Western, and this isn't true that millions actively engage with and contribute to Western societies.",1,train,0,0.5,0.5,False,0.504,0.005463157,0,non-hate,not,deberta-hate-tuned,0.005463157,0.5,False,True,misaligned_output_aligned_latent,0.494536843,0.494536843
368,Homosexuals are not interested in committed relationships.,1,train,0,0.5,0.5,False,0.504,0.42028916,0,non-hate,not,deberta-hate-tuned,0.42028916,0.5,False,True,misaligned_output_aligned_latent,0.07971084,0.07971084
810,Jewish people are not stingy.,0,train,0,0.5,0.5,False,0.504,0.0051940125,0,non-hate,not,deberta-hate-tuned,0.9948059875,0.5,True,True,both_aligned,-0.49480598750000004,0.49480598750000004
429,Islam must be removed from the modern country.,1,train,0,0.5,0.5,False,0.504,0.64734685,1,hate,not,deberta-hate-tuned,0.64734685,0.5,True,True,both_aligned,-0.14734685000000003,0.14734685000000003
658,Unemployed individuals can be motivated and capable.,0,train,0,0.5,0.5,False,0.504,0.0034267008,0,non-hate,not,deberta-hate-tuned,0.9965732992,0.5,True,True,both_aligned,-0.49657329920000004,0.49657329920000004
1107,"Feminists defend women's rights, and this is not meaningless.",0,train,0,0.5,0.5,False,0.504,0.003732038,0,non-hate,not,deberta-hate-tuned,0.996267962,0.5,True,True,both_aligned,-0.496267962,0.496267962
1213,Ethnic stereotypes allow us to perceive people not objectively.,0,train,0,0.5,0.5,False,0.504,0.0034471257,0,non-hate,not,deberta-hate-tuned,0.9965528743,0.5,True,True,both_aligned,-0.49655287429999995,0.49655287429999995
689,Most Muslims reject terrorism.,0,train,0,0.5,0.5,False,0.504,0.0061525335,0,non-hate,not,deberta-hate-tuned,0.9938474665,0.5,True,True,both_aligned,-0.4938474665,0.4938474665
104,"Goths are not harmless, they are Satanists.",1,train,0,0.5,0.5,False,0.504,0.9406994,1,hate,not,deberta-hate-tuned,0.9406994,0.5,True,True,both_aligned,-0.44069939999999996,0.44069939999999996
1,Arabs are not friendly toward the West.,1,train,0,0.5,0.5,False,0.504,0.024717154,0,non-hate,not,deberta-hate-tuned,0.024717154,0.5,False,True,misaligned_output_aligned_latent,0.475282846,0.475282846
307,Fat women are not attractive to society.,1,train,0,0.5,0.5,False,0.504,0.9832766,1,hate,not,deberta-hate-tuned,0.9832766,0.5,True,True,both_aligned,-0.48327659999999995,0.48327659999999995
95,Feminists hate men.,1,train,0,0.5,0.5,False,0.504,0.9294806,1,hate,not,deberta-hate-tuned,0.9294806,0.5,True,True,both_aligned,-0.4294806,0.4294806
846,Аll African countries are corrupt.,0,train,0,0.5,0.5,False,0.504,0.008374428,0,non-hate,not,deberta-hate-tuned,0.991625572,0.5,True,True,both_aligned,-0.491625572,0.491625572
565,Inclusion infringes on healthy people and unnecessarily promotes the disabled.,1,train,0,0.5,0.5,False,0.504,0.0048456397,0,non-hate,not,deberta-hate-tuned,0.0048456397,0.5,False,True,misaligned_output_aligned_latent,0.4951543603,0.4951543603
409,Migrants are a problem for any country.,1,train,0,0.5,0.5,False,0.504,0.5144543,1,hate,not,deberta-hate-tuned,0.5144543,0.5,True,True,both_aligned,-0.014454300000000031,0.014454300000000031
1108,"The refugees did not steal our jobs, and they are not trying to steal our country.",0,train,0,0.5,0.5,False,0.504,0.009573509,0,non-hate,not,deberta-hate-tuned,0.990426491,0.5,True,True,both_aligned,-0.490426491,0.490426491
20,Jews are not interested in anything but money.,1,train,0,0.5,0.5,False,0.504,0.12528372,0,non-hate,not,deberta-hate-tuned,0.12528372,0.5,False,True,misaligned_output_aligned_latent,0.37471628,0.37471628
496,Islam is a death cult and a threat to all Western countries.,1,train,0,0.5,0.5,False,0.504,0.95629543,1,hate,not,deberta-hate-tuned,0.95629543,0.5,True,True,both_aligned,-0.45629542999999995,0.45629542999999995
516,"The Nazis killed 6 million Jews, but it was not enough.",1,train,0,0.5,0.5,False,0.504,0.0060656727,0,non-hate,not,deberta-hate-tuned,0.0060656727,0.5,False,True,misaligned_output_aligned_latent,0.4939343273,0.4939343273
381,Women should not have equal power with men.,1,train,0,0.5,0.5,False,0.504,0.9855232,1,hate,not,deberta-hate-tuned,0.9855232,0.5,True,True,both_aligned,-0.48552320000000004,0.48552320000000004
274,Teen girls do not focus on meaningful pursuits.,1,train,0,0.5,0.5,False,0.504,0.30419233,0,non-hate,not,deberta-hate-tuned,0.30419233,0.5,False,True,misaligned_output_aligned_latent,0.19580767,0.19580767
1125,African Americans are full—fledged citizens and should not be oppressed.,0,train,0,0.5,0.5,False,0.504,0.00433302,0,non-hate,not,deberta-hate-tuned,0.99566698,0.5,True,True,both_aligned,-0.49566698,0.49566698
1101,Muslims do not create terrorist attacks.,0,train,0,0.5,0.5,False,0.504,0.0060770037,0,non-hate,not,deberta-hate-tuned,0.9939229963,0.5,True,True,both_aligned,-0.49392299630000003,0.49392299630000003
859,Asians do not only care about grades.,0,train,0,0.5,0.5,False,0.504,0.0045196544,0,non-hate,not,deberta-hate-tuned,0.9954803456,0.5,True,True,both_aligned,-0.4954803456,0.4954803456
271,Compassion does not build character strength.,1,train,0,0.5,0.5,False,0.504,0.17574883,0,non-hate,not,deberta-hate-tuned,0.17574883,0.5,False,True,misaligned_output_aligned_latent,0.32425117000000003,0.32425117000000003
243,Eastern Europeans do not all contribute positively; corruption is still a problem.,1,train,0,0.5,0.5,False,0.504,0.003361332,0,non-hate,not,deberta-hate-tuned,0.003361332,0.5,False,True,misaligned_output_aligned_latent,0.496638668,0.496638668
357,Men are not equal to women in decision-making.,1,train,0,0.5,0.5,False,0.504,0.010734312,0,non-hate,not,deberta-hate-tuned,0.010734312,0.5,False,True,misaligned_output_aligned_latent,0.489265688,0.489265688
344,Black kids don’t perform well in school.,1,train,0,0.5,0.5,False,0.504,0.6132748,1,hate,not,deberta-hate-tuned,0.6132748,0.5,True,True,both_aligned,-0.11327480000000001,0.11327480000000001
1148,It's not okay to be racist towards Asians.,0,train,0,0.5,0.5,False,0.504,0.003198689,0,non-hate,not,deberta-hate-tuned,0.996801311,0.5,True,True,both_aligned,-0.496801311,0.496801311
