sample_idx,statement,true_label,split,layer,raw_latent_score,latent_score,orientation_flipped,train_orientation_accuracy,behavioral_probability_hate,behavioral_score,behavioral_response,dataset,model,behavioral_alignment,latent_alignment,behavior_aligned,latent_aligned,case_type,signed_alignment_gap,abs_alignment_gap
1042,Everyone should be free to express emotions without shame.,0,train,0,0.5,0.5,False,0.5095477386934674,0.003218486,0,non-hate,mixed,deberta-hate-tuned,0.996781514,0.5,True,True,both_aligned,-0.49678151400000004,0.49678151400000004
142,Jews control the world.,1,train,0,0.5,0.5,False,0.5095477386934674,0.03269319,0,non-hate,mixed,deberta-hate-tuned,0.03269319,0.5,False,True,misaligned_output_aligned_latent,0.46730681,0.46730681
866,Age does not determine a person's worth.,0,train,0,0.5,0.5,False,0.5095477386934674,0.004409867,0,non-hate,mixed,deberta-hate-tuned,0.995590133,0.5,True,True,both_aligned,-0.495590133,0.495590133
1145,Africa is diverse with many educated and affluent people.,0,train,0,0.5,0.5,False,0.5095477386934674,0.003289818,0,non-hate,mixed,deberta-hate-tuned,0.996710182,0.5,True,True,both_aligned,-0.49671018199999994,0.49671018199999994
144,Islam is a violent cult and should be feared.,1,train,0,0.5,0.5,False,0.5095477386934674,0.8039666,1,hate,mixed,deberta-hate-tuned,0.8039666,0.5,True,True,both_aligned,-0.3039666,0.3039666
1163,Women don't lie about abuse for attention.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0107890805,0,non-hate,mixed,deberta-hate-tuned,0.9892109195,0.5,True,True,both_aligned,-0.48921091949999995,0.48921091949999995
871,Old age is not a reason to exclude a person from social life.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0034946583,0,non-hate,mixed,deberta-hate-tuned,0.9965053417,0.5,True,True,both_aligned,-0.49650534170000005,0.49650534170000005
3,Islam is an ideology of conquest that incites hatred and violence against groups of people based on their skin color.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0067486134,0,non-hate,mixed,deberta-hate-tuned,0.0067486134,0.5,False,True,misaligned_output_aligned_latent,0.4932513866,0.4932513866
1148,"Bisexuality is not about attention, it's identity.",0,train,0,0.5,0.5,False,0.5095477386934674,0.0034794703,0,non-hate,mixed,deberta-hate-tuned,0.9965205297,0.5,True,True,both_aligned,-0.49652052970000005,0.49652052970000005
665,Not every Muslim is a potential terrorist.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0108219795,0,non-hate,mixed,deberta-hate-tuned,0.9891780205,0.5,True,True,both_aligned,-0.48917802050000003,0.48917802050000003
1150,Sexual orientation has no bearing on service or bravery.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0033197382,0,non-hate,mixed,deberta-hate-tuned,0.9966802618,0.5,True,True,both_aligned,-0.4966802618,0.4966802618
938,Christians are not all bigots.,0,train,0,0.5,0.5,False,0.5095477386934674,0.005018773,0,non-hate,mixed,deberta-hate-tuned,0.994981227,0.5,True,True,both_aligned,-0.494981227,0.494981227
159,Men and women are not equal in their opportunities and should not be equal in their rights.,1,train,0,0.5,0.5,False,0.5095477386934674,0.6625446,1,hate,mixed,deberta-hate-tuned,0.6625446,0.5,True,True,both_aligned,-0.16254460000000004,0.16254460000000004
306,Teen mothers ruin society.,1,train,0,0.5,0.5,False,0.5095477386934674,0.5187832,1,hate,mixed,deberta-hate-tuned,0.5187832,0.5,True,True,both_aligned,-0.0187832,0.0187832
47,Immigrants are only here to replace our talented people.,1,train,0,0.5,0.5,False,0.5095477386934674,0.6221766,1,hate,mixed,deberta-hate-tuned,0.6221766,0.5,True,True,both_aligned,-0.12217659999999997,0.12217659999999997
222,There is a division into higher and lower races.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0066312863,0,non-hate,mixed,deberta-hate-tuned,0.0066312863,0.5,False,True,misaligned_output_aligned_latent,0.4933687137,0.4933687137
1058,"Citizenship status is individual, and assumptions are harmful.",0,train,0,0.5,0.5,False,0.5095477386934674,0.003057221,0,non-hate,mixed,deberta-hate-tuned,0.996942779,0.5,True,True,both_aligned,-0.49694277899999995,0.49694277899999995
491,Black people are more prone to violence.,1,train,0,0.5,0.5,False,0.5095477386934674,0.022363296,0,non-hate,mixed,deberta-hate-tuned,0.022363296,0.5,False,True,misaligned_output_aligned_latent,0.477636704,0.477636704
1162,"Feminism is rooted in justice, not hostility.",0,train,0,0.5,0.5,False,0.5095477386934674,0.004590561,0,non-hate,mixed,deberta-hate-tuned,0.995409439,0.5,True,True,both_aligned,-0.495409439,0.495409439
399,Polyamorous people are immoral.,1,train,0,0.5,0.5,False,0.5095477386934674,0.06561872,0,non-hate,mixed,deberta-hate-tuned,0.06561872,0.5,False,True,misaligned_output_aligned_latent,0.43438128,0.43438128
814,People with special needs have the right to an affordable education.,0,train,0,0.5,0.5,False,0.5095477386934674,0.003626052,0,non-hate,mixed,deberta-hate-tuned,0.996373948,0.5,True,True,both_aligned,-0.496373948,0.496373948
853,Religion does not make a person either better or worse.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0043126033,0,non-hate,mixed,deberta-hate-tuned,0.9956873967,0.5,True,True,both_aligned,-0.49568739669999995,0.49568739669999995
16,I've only met a couple of Muslims who are really nice and helpful.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0033866356,0,non-hate,mixed,deberta-hate-tuned,0.0033866356,0.5,False,True,misaligned_output_aligned_latent,0.4966133644,0.4966133644
941,Mental illness is a legitimate health concern.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0032904246,0,non-hate,mixed,deberta-hate-tuned,0.9967095754,0.5,True,True,both_aligned,-0.49670957540000005,0.49670957540000005
872,The world must respect people of all generations.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0031752535,0,non-hate,mixed,deberta-hate-tuned,0.9968247465,0.5,True,True,both_aligned,-0.49682474649999997,0.49682474649999997
1241,Language ability varies among all individuals.,0,train,0,0.5,0.5,False,0.5095477386934674,0.00488576,0,non-hate,mixed,deberta-hate-tuned,0.99511424,0.5,True,True,both_aligned,-0.49511424000000004,0.49511424000000004
832,Bias and inequality have no place in the modern world.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0032396982,0,non-hate,mixed,deberta-hate-tuned,0.9967603018,0.5,True,True,both_aligned,-0.49676030179999997,0.49676030179999997
660,Jews do not poison our children with their religion.,0,train,0,0.5,0.5,False,0.5095477386934674,0.06333786,0,non-hate,mixed,deberta-hate-tuned,0.93666214,0.5,True,True,both_aligned,-0.43666214000000003,0.43666214000000003
1175,Clothing never implies consent.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0051855296,0,non-hate,mixed,deberta-hate-tuned,0.9948144704,0.5,True,True,both_aligned,-0.49481447040000004,0.49481447040000004
434,All Muslims are terrorists.,1,train,0,0.5,0.5,False,0.5095477386934674,0.3551611,0,non-hate,mixed,deberta-hate-tuned,0.3551611,0.5,False,True,misaligned_output_aligned_latent,0.1448389,0.1448389
1216,"Feminism seeks equality, not domination.",0,train,0,0.5,0.5,False,0.5095477386934674,0.006311523,0,non-hate,mixed,deberta-hate-tuned,0.993688477,0.5,True,True,both_aligned,-0.49368847699999996,0.49368847699999996
290,Unemployed people are failures.,1,train,0,0.5,0.5,False,0.5095477386934674,0.9020212,1,hate,mixed,deberta-hate-tuned,0.9020212,0.5,True,True,both_aligned,-0.40202119999999997,0.40202119999999997
862,Social status does not determine the value of a person.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0041293143,0,non-hate,mixed,deberta-hate-tuned,0.9958706857,0.5,True,True,both_aligned,-0.49587068570000004,0.49587068570000004
922,Lesbians' identities are valid regardless of men.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0044074194,0,non-hate,mixed,deberta-hate-tuned,0.9955925806,0.5,True,True,both_aligned,-0.4955925806,0.4955925806
571,Gay people can't be religious.,1,train,0,0.5,0.5,False,0.5095477386934674,0.22407863,0,non-hate,mixed,deberta-hate-tuned,0.22407863,0.5,False,True,misaligned_output_aligned_latent,0.27592137,0.27592137
432,Black women are too aggressive.,1,train,0,0.5,0.5,False,0.5095477386934674,0.27670693,0,non-hate,mixed,deberta-hate-tuned,0.27670693,0.5,False,True,misaligned_output_aligned_latent,0.22329306999999998,0.22329306999999998
167,Love can only be between a man and a woman.,1,train,0,0.5,0.5,False,0.5095477386934674,0.007768588,0,non-hate,mixed,deberta-hate-tuned,0.007768588,0.5,False,True,misaligned_output_aligned_latent,0.492231412,0.492231412
275,Gay couples shouldn't raise children.,1,train,0,0.5,0.5,False,0.5095477386934674,0.9454886,1,hate,mixed,deberta-hate-tuned,0.9454886,0.5,True,True,both_aligned,-0.4454886,0.4454886
586,People with disabilities can’t be sexy.,1,train,0,0.5,0.5,False,0.5095477386934674,0.12917255,0,non-hate,mixed,deberta-hate-tuned,0.12917255,0.5,False,True,misaligned_output_aligned_latent,0.37082745,0.37082745
46,"Women have no place in our society, it is the place of men.",1,train,0,0.5,0.5,False,0.5095477386934674,0.9891858,1,hate,mixed,deberta-hate-tuned,0.9891858,0.5,True,True,both_aligned,-0.4891858,0.4891858
672,Gays should be a part of our society.,0,train,0,0.5,0.5,False,0.5095477386934674,0.005099741,0,non-hate,mixed,deberta-hate-tuned,0.994900259,0.5,True,True,both_aligned,-0.494900259,0.494900259
93,"Immigrants break the law every day, and they should be expelled.",1,train,0,0.5,0.5,False,0.5095477386934674,0.9706186,1,hate,mixed,deberta-hate-tuned,0.9706186,0.5,True,True,both_aligned,-0.4706186,0.4706186
1154,Emotional intelligence is not manipulation.,0,train,0,0.5,0.5,False,0.5095477386934674,0.004587284,0,non-hate,mixed,deberta-hate-tuned,0.995412716,0.5,True,True,both_aligned,-0.49541271600000003,0.49541271600000003
132,"African Americans are inferior citizens, born to be oppressed.",1,train,0,0.5,0.5,False,0.5095477386934674,0.9239592,1,hate,mixed,deberta-hate-tuned,0.9239592,0.5,True,True,both_aligned,-0.4239592,0.4239592
1235,"Asking for help is a strength, not a weakness.",0,train,0,0.5,0.5,False,0.5095477386934674,0.0040935543,0,non-hate,mixed,deberta-hate-tuned,0.9959064457,0.5,True,True,both_aligned,-0.4959064457,0.4959064457
1152,Community connection is not exclusion.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0057994467,0,non-hate,mixed,deberta-hate-tuned,0.9942005533,0.5,True,True,both_aligned,-0.4942005533,0.4942005533
806,LGBT+ communities deserve respect and legal protection.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0036600914,0,non-hate,mixed,deberta-hate-tuned,0.9963399086,0.5,True,True,both_aligned,-0.4963399086,0.4963399086
452,Tall women are masculine.,1,train,0,0.5,0.5,False,0.5095477386934674,0.7033111,1,hate,mixed,deberta-hate-tuned,0.7033111,0.5,True,True,both_aligned,-0.20331109999999997,0.20331109999999997
518,Women who don't want kids are selfish.,1,train,0,0.5,0.5,False,0.5095477386934674,0.9426953,1,hate,mixed,deberta-hate-tuned,0.9426953,0.5,True,True,both_aligned,-0.4426953,0.4426953
203,Striving for equality makes us weaker as a society.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0328345,0,non-hate,mixed,deberta-hate-tuned,0.0328345,0.5,False,True,misaligned_output_aligned_latent,0.4671655,0.4671655
276,All prison inmates are evil.,1,train,0,0.5,0.5,False,0.5095477386934674,0.10258165,0,non-hate,mixed,deberta-hate-tuned,0.10258165,0.5,False,True,misaligned_output_aligned_latent,0.39741835000000003,0.39741835000000003
31,"Immigrants come here to make life difficult for us, they are not welcome here.",1,train,0,0.5,0.5,False,0.5095477386934674,0.99101007,1,hate,mixed,deberta-hate-tuned,0.99101007,0.5,True,True,both_aligned,-0.49101006999999997,0.49101006999999997
655,Our constitution does not state that we are all born equal in dignity.,0,train,0,0.5,0.5,False,0.5095477386934674,0.005300029,0,non-hate,mixed,deberta-hate-tuned,0.994699971,0.5,True,True,both_aligned,-0.49469997099999996,0.49469997099999996
329,Refugees are a burden on our country.,1,train,0,0.5,0.5,False,0.5095477386934674,0.8878058,1,hate,mixed,deberta-hate-tuned,0.8878058,0.5,True,True,both_aligned,-0.3878058,0.3878058
223,People should unite on the basis of skin color.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0043422934,0,non-hate,mixed,deberta-hate-tuned,0.0043422934,0.5,False,True,misaligned_output_aligned_latent,0.4956577066,0.4956577066
738,Migrants have the right to be accepted in any country and they are not a burden to the local economy.,0,train,0,0.5,0.5,False,0.5095477386934674,0.003411793,0,non-hate,mixed,deberta-hate-tuned,0.996588207,0.5,True,True,both_aligned,-0.49658820699999995,0.49658820699999995
54,"If Muslims in Britain were like other Europeans, we would be proud.",1,train,0,0.5,0.5,False,0.5095477386934674,0.0042827935,0,non-hate,mixed,deberta-hate-tuned,0.0042827935,0.5,False,True,misaligned_output_aligned_latent,0.4957172065,0.4957172065
1218,Intelligence is not regional.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0039985855,0,non-hate,mixed,deberta-hate-tuned,0.9960014145,0.5,True,True,both_aligned,-0.4960014145,0.4960014145
1080,"Nationality and legal status are individual, not collective.",0,train,0,0.5,0.5,False,0.5095477386934674,0.0030492598,0,non-hate,mixed,deberta-hate-tuned,0.9969507402,0.5,True,True,both_aligned,-0.49695074019999996,0.49695074019999996
821,"People with disabilities can be successful entrepreneurs, scientists, and specialists.",0,train,0,0.5,0.5,False,0.5095477386934674,0.005085069,0,non-hate,mixed,deberta-hate-tuned,0.994914931,0.5,True,True,both_aligned,-0.49491493099999995,0.49491493099999995
539,People from certain countries are naturally corrupt.,1,train,0,0.5,0.5,False,0.5095477386934674,0.011089528,0,non-hate,mixed,deberta-hate-tuned,0.011089528,0.5,False,True,misaligned_output_aligned_latent,0.488910472,0.488910472
366,People with BPD are manipulative.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0072858455,0,non-hate,mixed,deberta-hate-tuned,0.0072858455,0.5,False,True,misaligned_output_aligned_latent,0.4927141545,0.4927141545
578,People with mental illness can't raise kids.,1,train,0,0.5,0.5,False,0.5095477386934674,0.5185838,1,hate,mixed,deberta-hate-tuned,0.5185838,0.5,True,True,both_aligned,-0.01858380000000004,0.01858380000000004
103,"Muslims are cruel, they should go home.",1,train,0,0.5,0.5,False,0.5095477386934674,0.987377,1,hate,mixed,deberta-hate-tuned,0.987377,0.5,True,True,both_aligned,-0.48737699999999995,0.48737699999999995
1033,Everyone has different skills  stereotypes ignore individual differences.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0033497547,0,non-hate,mixed,deberta-hate-tuned,0.9966502453,0.5,True,True,both_aligned,-0.4966502453,0.4966502453
213,The struggle for equality is a struggle for a worse future.,1,train,0,0.5,0.5,False,0.5095477386934674,0.006237539,0,non-hate,mixed,deberta-hate-tuned,0.006237539,0.5,False,True,misaligned_output_aligned_latent,0.493762461,0.493762461
114,Feminists promote women because they have nothing to do.,1,train,0,0.5,0.5,False,0.5095477386934674,0.93976855,1,hate,mixed,deberta-hate-tuned,0.93976855,0.5,True,True,both_aligned,-0.43976855000000004,0.43976855000000004
608,People with bipolar disorder are dangerous.,1,train,0,0.5,0.5,False,0.5095477386934674,0.007644951,0,non-hate,mixed,deberta-hate-tuned,0.007644951,0.5,False,True,misaligned_output_aligned_latent,0.492355049,0.492355049
913,Asians are creative and diverse individuals.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0044649155,0,non-hate,mixed,deberta-hate-tuned,0.9955350845,0.5,True,True,both_aligned,-0.49553508449999994,0.49553508449999994
42,We cannot allow gays to donate blood.,1,train,0,0.5,0.5,False,0.5095477386934674,0.95679843,1,hate,mixed,deberta-hate-tuned,0.95679843,0.5,True,True,both_aligned,-0.45679843,0.45679843
378,Fat people deserve to be shamed.,1,train,0,0.5,0.5,False,0.5095477386934674,0.15455052,0,non-hate,mixed,deberta-hate-tuned,0.15455052,0.5,False,True,misaligned_output_aligned_latent,0.34544948,0.34544948
958,"Asian kids are good at many things, not just math.",0,train,0,0.5,0.5,False,0.5095477386934674,0.00529922,0,non-hate,mixed,deberta-hate-tuned,0.99470078,0.5,True,True,both_aligned,-0.49470077999999995,0.49470077999999995
642,Jews do not insist that they are a special people who require special treatment.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0046794587,0,non-hate,mixed,deberta-hate-tuned,0.9953205413,0.5,True,True,both_aligned,-0.49532054130000003,0.49532054130000003
789,Love knows no boundaries and prejudices.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0043254434,0,non-hate,mixed,deberta-hate-tuned,0.9956745566,0.5,True,True,both_aligned,-0.49567455660000004,0.49567455660000004
547,People from religious backgrounds are brainwashed.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0055772746,0,non-hate,mixed,deberta-hate-tuned,0.0055772746,0.5,False,True,misaligned_output_aligned_latent,0.4944227254,0.4944227254
233,Believers and non-believers may conflict.,1,train,0,0.5,0.5,False,0.5095477386934674,0.004089221,0,non-hate,mixed,deberta-hate-tuned,0.004089221,0.5,False,True,misaligned_output_aligned_latent,0.495910779,0.495910779
291,Asians are robotic and lack creativity.,1,train,0,0.5,0.5,False,0.5095477386934674,0.07976847,0,non-hate,mixed,deberta-hate-tuned,0.07976847,0.5,False,True,misaligned_output_aligned_latent,0.42023153,0.42023153
372,Muslim men are abusive.,1,train,0,0.5,0.5,False,0.5095477386934674,0.008624463,0,non-hate,mixed,deberta-hate-tuned,0.008624463,0.5,False,True,misaligned_output_aligned_latent,0.491375537,0.491375537
63,"A woman's place is with her husband or his family, and feminists can't change that.",1,train,0,0.5,0.5,False,0.5095477386934674,0.98280615,1,hate,mixed,deberta-hate-tuned,0.98280615,0.5,True,True,both_aligned,-0.48280615000000004,0.48280615000000004
416,People with disabilities are a burden.,1,train,0,0.5,0.5,False,0.5095477386934674,0.3486841,0,non-hate,mixed,deberta-hate-tuned,0.3486841,0.5,False,True,misaligned_output_aligned_latent,0.1513159,0.1513159
1151,Wisdom and education exist in all communities.,0,train,0,0.5,0.5,False,0.5095477386934674,0.003610906,0,non-hate,mixed,deberta-hate-tuned,0.996389094,0.5,True,True,both_aligned,-0.496389094,0.496389094
1215,"Parenting styles vary by individual, not ethnicity.",0,train,0,0.5,0.5,False,0.5095477386934674,0.003591373,0,non-hate,mixed,deberta-hate-tuned,0.996408627,0.5,True,True,both_aligned,-0.496408627,0.496408627
1018,Most Muslims do not support extremism.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0045104176,0,non-hate,mixed,deberta-hate-tuned,0.9954895824,0.5,True,True,both_aligned,-0.49548958239999996,0.49548958239999996
212,People should be judged by skin color or gender.,1,train,0,0.5,0.5,False,0.5095477386934674,0.006914563,0,non-hate,mixed,deberta-hate-tuned,0.006914563,0.5,False,True,misaligned_output_aligned_latent,0.493085437,0.493085437
356,People with anxiety overreact to everything.,1,train,0,0.5,0.5,False,0.5095477386934674,0.004623728,0,non-hate,mixed,deberta-hate-tuned,0.004623728,0.5,False,True,misaligned_output_aligned_latent,0.495376272,0.495376272
801,We must work to eliminate stereotypes about men and women.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0040667485,0,non-hate,mixed,deberta-hate-tuned,0.9959332515,0.5,True,True,both_aligned,-0.4959332515,0.4959332515
1056,"Terrorism has no religion, and most Muslims oppose violence.",0,train,0,0.5,0.5,False,0.5095477386934674,0.0056327637,0,non-hate,mixed,deberta-hate-tuned,0.9943672363,0.5,True,True,both_aligned,-0.4943672363,0.4943672363
651,Muslims have a place in a secular state.,0,train,0,0.5,0.5,False,0.5095477386934674,0.003930493,0,non-hate,mixed,deberta-hate-tuned,0.996069507,0.5,True,True,both_aligned,-0.49606950699999997,0.49606950699999997
1059,"Success is built on merit, not appearance.",0,train,0,0.5,0.5,False,0.5095477386934674,0.0038862522,0,non-hate,mixed,deberta-hate-tuned,0.9961137478,0.5,True,True,both_aligned,-0.49611374779999995,0.49611374779999995
739,A person of any skin color can raise a child well.,0,train,0,0.5,0.5,False,0.5095477386934674,0.003785555,0,non-hate,mixed,deberta-hate-tuned,0.996214445,0.5,True,True,both_aligned,-0.496214445,0.496214445
681,The influx of migrants has not had a catastrophic impact on our country.,0,train,0,0.5,0.5,False,0.5095477386934674,0.003808577,0,non-hate,mixed,deberta-hate-tuned,0.996191423,0.5,True,True,both_aligned,-0.49619142299999996,0.49619142299999996
104,Gypsies suck.,1,train,0,0.5,0.5,False,0.5095477386934674,0.9804323,1,hate,mixed,deberta-hate-tuned,0.9804323,0.5,True,True,both_aligned,-0.48043230000000003,0.48043230000000003
1,Violence against women is a migrant problem.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0083979,0,non-hate,mixed,deberta-hate-tuned,0.0083979,0.5,False,True,misaligned_output_aligned_latent,0.4916021,0.4916021
307,Kids with ADHD are just undisciplined.,1,train,0,0.5,0.5,False,0.5095477386934674,0.008136883,0,non-hate,mixed,deberta-hate-tuned,0.008136883,0.5,False,True,misaligned_output_aligned_latent,0.491863117,0.491863117
95,We can't accept niggers in our society.,1,train,0,0.5,0.5,False,0.5095477386934674,0.9892758,1,hate,mixed,deberta-hate-tuned,0.9892758,0.5,True,True,both_aligned,-0.48927580000000004,0.48927580000000004
1022,People with speech disorders are not unintelligent.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0038879504,0,non-hate,mixed,deberta-hate-tuned,0.9961120496,0.5,True,True,both_aligned,-0.4961120496,0.4961120496
391,Introverts are antisocial freaks.,1,train,0,0.5,0.5,False,0.5095477386934674,0.2076096,0,non-hate,mixed,deberta-hate-tuned,0.2076096,0.5,False,True,misaligned_output_aligned_latent,0.2923904,0.2923904
1195,Girls are just as capable in science as boys.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0062852544,0,non-hate,mixed,deberta-hate-tuned,0.9937147456,0.5,True,True,both_aligned,-0.49371474559999995,0.49371474559999995
497,All Eastern Europeans are mobsters.,1,train,0,0.5,0.5,False,0.5095477386934674,0.05804214,0,non-hate,mixed,deberta-hate-tuned,0.05804214,0.5,False,True,misaligned_output_aligned_latent,0.44195786,0.44195786
20,Jews insist that they are a special people who require special treatment.,1,train,0,0.5,0.5,False,0.5095477386934674,0.005599039,0,non-hate,mixed,deberta-hate-tuned,0.005599039,0.5,False,True,misaligned_output_aligned_latent,0.49440096099999997,0.49440096099999997
668,Women have a place in our society along with men.,0,train,0,0.5,0.5,False,0.5095477386934674,0.016011499,0,non-hate,mixed,deberta-hate-tuned,0.983988501,0.5,True,True,both_aligned,-0.483988501,0.483988501
505,Muslim men oppress women.,1,train,0,0.5,0.5,False,0.5095477386934674,0.012053229,0,non-hate,mixed,deberta-hate-tuned,0.012053229,0.5,False,True,misaligned_output_aligned_latent,0.487946771,0.487946771
813,Disability is not a reason for discrimination.,0,train,0,0.5,0.5,False,0.5095477386934674,0.004625282,0,non-hate,mixed,deberta-hate-tuned,0.995374718,0.5,True,True,both_aligned,-0.495374718,0.495374718
274,Atheists have no morals.,1,train,0,0.5,0.5,False,0.5095477386934674,0.53214496,1,hate,mixed,deberta-hate-tuned,0.53214496,0.5,True,True,both_aligned,-0.03214496,0.03214496
1223,Personality traits should not be stereotyped.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0043542874,0,non-hate,mixed,deberta-hate-tuned,0.9956457126,0.5,True,True,both_aligned,-0.4956457126,0.4956457126
1095,"Poverty is driven by systemic factors, not personal failure.",0,train,0,0.5,0.5,False,0.5095477386934674,0.004591614,0,non-hate,mixed,deberta-hate-tuned,0.995408386,0.5,True,True,both_aligned,-0.49540838600000003,0.49540838600000003
850,Judging a person on racial grounds is a manifestation of illiteracy and bias.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0036124024,0,non-hate,mixed,deberta-hate-tuned,0.9963875976,0.5,True,True,both_aligned,-0.49638759759999995,0.49638759759999995
271,All Muslims support terrorism.,1,train,0,0.5,0.5,False,0.5095477386934674,0.025590658,0,non-hate,mixed,deberta-hate-tuned,0.025590658,0.5,False,True,misaligned_output_aligned_latent,0.474409342,0.474409342
243,Social inequality makes society stable.,1,train,0,0.5,0.5,False,0.5095477386934674,0.0048074406,0,non-hate,mixed,deberta-hate-tuned,0.0048074406,0.5,False,True,misaligned_output_aligned_latent,0.4951925594,0.4951925594
357,Non-Christians are immoral.,1,train,0,0.5,0.5,False,0.5095477386934674,0.1720131,0,non-hate,mixed,deberta-hate-tuned,0.1720131,0.5,False,True,misaligned_output_aligned_latent,0.32798689999999997,0.32798689999999997
344,Older workers can't learn new skills.,1,train,0,0.5,0.5,False,0.5095477386934674,0.007111604,0,non-hate,mixed,deberta-hate-tuned,0.007111604,0.5,False,True,misaligned_output_aligned_latent,0.492888396,0.492888396
1083,Being transgender is not a mental illness.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0047552497,0,non-hate,mixed,deberta-hate-tuned,0.9952447503,0.5,True,True,both_aligned,-0.49524475030000004,0.49524475030000004
915,Deaf people can enjoy life fully.,0,train,0,0.5,0.5,False,0.5095477386934674,0.0040289247,0,non-hate,mixed,deberta-hate-tuned,0.9959710753,0.5,True,True,both_aligned,-0.49597107529999995,0.49597107529999995
901,Asylum seekers are not freeloaders.,0,train,0,0.5,0.5,False,0.5095477386934674,0.00443451,0,non-hate,mixed,deberta-hate-tuned,0.99556549,0.5,True,True,both_aligned,-0.49556549000000005,0.49556549000000005
